DATAFLOW,LAST UPDATE,freq,unit,quantile,age,sex,levels,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,NL,2018,75.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,NL,2019,74.8,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,NL,2020,77.9,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,NL,2021,73.2,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,NL,2022,71.2,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,NO,2005,73.6,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,NO,2006,74.4,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,NO,2007,76.4,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,NO,2008,76.6,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,NO,2009,76.5,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,NO,2010,76.8,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,NO,2011,73.3,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,NO,2012,78.8,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,NO,2013,76.2,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,NO,2014,78.5,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,NO,2015,78.4,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,NO,2016,77.1,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,NO,2017,77.4,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,NO,2018,76.6,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,NO,2019,72.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,NO,2020,74.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PL,2005,54.5,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PL,2006,54.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PL,2007,57.0,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PL,2008,57.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PL,2009,56.3,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PL,2010,57.9,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PL,2011,57.8,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PL,2012,57.8,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PL,2013,58.4,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PL,2014,58.3,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PL,2015,57.9,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PL,2016,58.5,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PL,2017,58.9,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PL,2018,59.2,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PL,2019,59.9,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PL,2020,61.6,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PL,2021,64.4,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PL,2022,62.3,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PT,2005,45.9,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PT,2006,48.1,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PT,2007,45.9,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PT,2008,48.5,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PT,2009,47.8,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PT,2010,49.3,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PT,2011,49.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PT,2012,48.1,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PT,2013,46.2,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PT,2014,46.0,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PT,2015,46.5,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PT,2016,47.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PT,2017,48.9,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PT,2018,49.3,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PT,2019,50.1,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PT,2020,51.3,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PT,2021,50.2,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,PT,2022,49.5,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RO,2005,69.0,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RO,2006,69.0,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RO,2007,67.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RO,2008,68.3,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RO,2009,68.3,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RO,2010,68.6,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RO,2011,68.0,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RO,2012,68.0,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RO,2013,68.8,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RO,2014,69.2,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RO,2015,70.0,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RO,2016,70.5,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RO,2017,70.9,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RO,2018,70.6,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RO,2019,71.2,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RO,2020,73.0,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RO,2021,72.8,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RO,2022,73.3,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RS,2013,49.5,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RS,2014,57.4,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RS,2015,56.8,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RS,2016,57.2,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RS,2017,54.5,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RS,2018,56.4,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RS,2019,59.0,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RS,2020,63.6,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,RS,2021,63.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SE,2005,75.3,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SE,2006,76.0,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SE,2007,77.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SE,2008,76.9,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SE,2009,78.2,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SE,2010,78.4,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SE,2011,78.4,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SE,2012,79.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SE,2013,79.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SE,2014,78.5,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SE,2015,77.6,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SE,2016,75.1,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SE,2017,76.6,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SE,2018,76.1,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SE,2019,76.0,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SE,2020,76.5,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SE,2021,72.4,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SE,2022,66.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SI,2005,53.6,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SI,2006,56.4,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SI,2007,57.9,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SI,2008,58.8,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SI,2009,60.0,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SI,2010,59.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SI,2011,60.5,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SI,2012,63.1,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SI,2013,64.8,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SI,2014,64.8,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SI,2015,64.8,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SI,2016,64.5,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SI,2017,65.3,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SI,2018,65.4,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SI,2019,66.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SI,2020,67.2,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SI,2021,69.1,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SI,2022,67.8,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SK,2005,52.2,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SK,2006,52.2,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SK,2007,53.1,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SK,2008,59.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SK,2009,62.1,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SK,2010,63.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SK,2011,63.4,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SK,2012,65.8,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SK,2013,66.1,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SK,2014,64.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SK,2015,66.0,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SK,2016,66.5,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SK,2017,67.1,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SK,2018,66.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SK,2019,65.2,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SK,2020,65.3,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SK,2021,65.2,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,SK,2022,66.1,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,TR,2006,62.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,TR,2007,66.1,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,TR,2008,67.3,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,TR,2009,64.4,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,TR,2010,65.3,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,TR,2011,66.6,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,TR,2012,68.0,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,TR,2013,67.2,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,TR,2014,67.5,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,TR,2015,65.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,TR,2016,68.8,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,TR,2017,68.2,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,TR,2018,67.1,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,TR,2019,66.4,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,TR,2020,68.8,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,TR,2021,67.3,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,UK,2005,74.9,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,UK,2006,76.6,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,UK,2007,77.4,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,UK,2008,80.1,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,UK,2009,79.9,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,UK,2010,79.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,UK,2011,77.5,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,UK,2012,74.8,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,UK,2013,73.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,UK,2014,69.9,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,UK,2015,69.8,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,UK,2016,69.0,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,UK,2017,74.8,b
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,UK,2018,73.2,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,XK,2018,82.0,
