DATAFLOW,LAST UPDATE,freq,age,incgrp,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,LV,2010,21.9,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,LV,2011,17.5,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,LV,2012,16.4,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,LV,2013,16.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,LV,2014,16.6,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,LV,2015,15.5,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,LV,2016,14.6,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,LV,2017,15.2,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,LV,2018,14.9,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,LV,2019,12.7,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,LV,2020,11.5,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,ME,2013,23.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,ME,2014,21.2,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,ME,2015,24.2,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,ME,2016,18.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,ME,2017,16.6,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,ME,2018,18.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,ME,2019,19.0,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,ME,2020,18.2,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MK,2011,13.8,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MK,2012,12.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MK,2013,11.6,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MK,2014,11.8,b
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MK,2015,9.8,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MK,2016,12.2,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MK,2017,10.1,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MK,2018,11.1,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MK,2019,9.7,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MK,2020,9.9,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MT,2005,1.0,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MT,2006,0.8,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MT,2007,0.9,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MT,2008,1.0,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MT,2009,1.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MT,2010,1.4,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MT,2011,1.6,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MT,2012,1.0,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MT,2013,1.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MT,2014,1.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MT,2015,1.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MT,2016,1.6,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MT,2017,1.4,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MT,2018,1.2,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MT,2019,1.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,MT,2020,1.0,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NL,2005,0.5,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NL,2006,0.5,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NL,2007,0.8,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NL,2008,0.6,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NL,2009,0.5,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NL,2010,0.5,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NL,2011,0.5,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NL,2012,0.9,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NL,2013,0.8,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NL,2014,0.6,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NL,2015,1.0,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NL,2016,1.4,b
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NL,2017,1.0,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NL,2018,1.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NL,2019,1.5,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NL,2020,1.5,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NO,2003,1.2,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NO,2004,1.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NO,2005,1.4,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NO,2006,1.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NO,2007,1.2,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NO,2008,1.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NO,2009,1.0,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NO,2010,1.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NO,2011,1.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NO,2012,1.2,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NO,2013,1.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NO,2014,0.7,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NO,2015,0.7,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NO,2016,1.0,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NO,2017,0.8,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NO,2018,0.9,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NO,2019,1.0,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,NO,2020,1.0,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PL,2005,29.7,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PL,2006,28.6,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PL,2007,25.9,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PL,2008,18.1,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PL,2009,15.2,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PL,2010,13.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PL,2011,11.4,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PL,2012,10.5,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PL,2013,10.1,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PL,2014,9.1,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PL,2015,9.8,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PL,2016,9.4,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PL,2017,9.8,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PL,2018,8.6,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PL,2019,7.9,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PT,2004,7.1,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PT,2005,7.7,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PT,2006,7.5,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PT,2007,7.6,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PT,2008,6.9,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PT,2009,4.7,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PT,2010,5.6,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PT,2011,4.0,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PT,2012,4.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PT,2013,5.6,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PT,2014,5.5,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PT,2015,4.7,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PT,2016,4.9,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PT,2017,4.0,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PT,2018,4.1,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PT,2019,4.1,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,PT,2020,3.9,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,RO,2007,32.0,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,RO,2008,29.1,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,RO,2009,27.2,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,RO,2010,25.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,RO,2011,24.0,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,RO,2012,22.8,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,RO,2013,22.8,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,RO,2014,20.6,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,RO,2015,19.8,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,RO,2016,19.8,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,RO,2017,17.2,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,RO,2018,16.1,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,RO,2019,14.2,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,RO,2020,14.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,RS,2013,16.4,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,RS,2014,17.5,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,RS,2015,16.6,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,RS,2016,15.7,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,RS,2017,15.2,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,RS,2018,11.8,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,RS,2019,13.9,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,RS,2020,8.8,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SE,2004,1.4,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SE,2005,1.0,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SE,2006,1.4,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SE,2007,1.2,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SE,2008,1.6,b
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SE,2009,1.5,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SE,2010,2.0,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SE,2011,2.1,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SE,2012,1.7,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SE,2013,1.8,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SE,2014,2.1,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SE,2015,2.6,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SE,2016,2.7,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SE,2017,2.5,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SE,2018,2.9,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SE,2019,2.6,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SE,2020,2.5,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SI,2005,12.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SI,2006,13.1,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SI,2007,12.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SI,2008,16.6,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SI,2009,17.5,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SI,2010,15.4,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SI,2011,8.7,b
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SI,2012,8.1,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SI,2013,6.5,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SI,2014,6.5,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SI,2015,5.6,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SI,2016,4.5,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SI,2017,4.4,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SI,2018,4.8,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SI,2019,3.9,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SI,2020,3.1,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SK,2005,6.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SK,2006,5.4,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SK,2007,4.5,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SK,2008,5.5,b
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SK,2009,4.2,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SK,2010,3.8,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SK,2011,4.8,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SK,2012,5.1,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SK,2013,4.5,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SK,2014,4.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SK,2015,4.2,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SK,2016,4.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SK,2017,5.2,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SK,2018,3.7,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SK,2019,3.6,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,SK,2020,3.2,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,TR,2006,32.2,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,TR,2007,29.2,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,TR,2008,28.0,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,TR,2009,30.9,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,TR,2010,30.5,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,TR,2011,28.9,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,TR,2012,29.1,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,TR,2013,27.4,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,TR,2014,27.0,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,TR,2015,26.4,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,TR,2016,26.1,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,TR,2017,25.1,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,TR,2018,23.9,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,TR,2019,23.4,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,TR,2020,21.9,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,UK,2005,2.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,UK,2006,2.1,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,UK,2007,2.2,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,UK,2008,2.3,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,UK,2009,2.9,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,UK,2010,2.8,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,UK,2011,2.6,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,UK,2012,2.0,b
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,UK,2013,2.5,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,UK,2014,2.4,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,UK,2015,2.2,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,UK,2016,2.2,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,UK,2017,1.0,b
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,UK,2018,1.9,
ESTAT:SDG_11_11(1.0),09/09/22 11:00:00,A,TOTAL,TOTAL,T,PC,XK,2018,20.3,
