DATAFLOW,LAST UPDATE,freq,indic_em,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,ME,2017,12.5,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,ME,2018,11.4,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,ME,2019,12.0,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,ME,2020,13.4,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MK,2009,26.3,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MK,2010,26.6,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MK,2011,25.9,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MK,2012,25.5,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MK,2013,23.9,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MK,2014,23.3,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MK,2015,21.3,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MK,2016,19.1,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MK,2017,17.4,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MK,2018,15.5,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MK,2019,12.4,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MK,2020,12.4,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MT,2009,2.9,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MT,2010,4.1,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MT,2011,3.9,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MT,2012,3.8,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MT,2013,3.5,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MT,2014,2.9,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MT,2015,2.7,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MT,2016,2.4,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MT,2017,2.0,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MT,2018,1.8,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MT,2019,0.9,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MT,2020,1.1,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MT,2021,0.9,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,MT,2022,1.0,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NL,2009,0.9,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NL,2010,1.1,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NL,2011,1.4,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NL,2012,1.7,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NL,2013,2.3,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NL,2014,2.7,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NL,2015,2.7,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NL,2016,2.3,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NL,2017,1.7,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NL,2018,1.2,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NL,2019,0.9,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NL,2020,0.7,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NL,2021,0.8,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NL,2022,0.7,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NO,2009,0.7,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NO,2010,1.0,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NO,2011,1.1,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NO,2012,0.8,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NO,2013,1.0,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NO,2014,1.1,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NO,2015,1.3,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NO,2016,1.6,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NO,2017,1.5,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NO,2018,1.3,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NO,2019,1.1,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NO,2020,1.2,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NO,2021,1.0,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,NO,2022,0.6,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PL,2009,2.6,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PL,2010,3.1,b
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PL,2011,3.7,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PL,2012,4.2,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PL,2013,4.5,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PL,2014,3.9,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PL,2015,3.0,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PL,2016,2.2,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PL,2017,1.5,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PL,2018,1.0,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PL,2019,0.7,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PL,2020,0.6,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PL,2021,0.9,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PL,2022,0.9,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PT,2009,4.8,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PT,2010,6.3,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PT,2011,6.5,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PT,2012,8.1,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PT,2013,9.7,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PT,2014,8.7,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PT,2015,7.5,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PT,2016,6.4,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PT,2017,4.6,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PT,2018,3.2,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PT,2019,2.8,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PT,2020,2.3,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PT,2021,2.9,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,PT,2022,2.7,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RO,2009,2.6,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RO,2010,3.0,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RO,2011,3.6,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RO,2012,3.7,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RO,2013,3.9,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RO,2014,3.4,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RO,2015,3.6,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RO,2016,3.4,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RO,2017,2.4,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RO,2018,2.2,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RO,2019,2.0,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RO,2020,1.8,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RO,2021,2.0,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RO,2022,2.2,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RS,2011,16.3,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RS,2012,17.4,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RS,2013,16.0,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RS,2014,12.8,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RS,2015,11.0,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RS,2016,9.5,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RS,2017,7.4,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RS,2018,6.7,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RS,2019,5.5,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RS,2020,4.5,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RS,2021,4.9,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,RS,2022,3.8,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SE,2009,1.7,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SE,2010,2.5,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SE,2011,2.3,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SE,2012,2.3,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SE,2013,2.3,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SE,2014,2.3,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SE,2015,2.3,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SE,2016,2.0,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SE,2017,2.0,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SE,2018,1.7,b
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SE,2019,1.5,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SE,2020,1.8,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SE,2021,2.0,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SE,2022,1.9,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SI,2009,1.8,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SI,2010,3.2,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SI,2011,3.7,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SI,2012,4.3,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SI,2013,5.2,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SI,2014,5.3,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SI,2015,4.7,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SI,2016,4.3,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SI,2017,3.1,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SI,2018,2.2,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SI,2019,1.9,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SI,2020,1.9,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SI,2021,1.9,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SI,2022,1.7,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SK,2009,7.6,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SK,2010,10.7,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SK,2011,10.7,b
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SK,2012,10.9,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SK,2013,11.6,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SK,2014,10.7,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SK,2015,8.8,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SK,2016,6.8,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SK,2017,5.9,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SK,2018,4.7,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SK,2019,3.9,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SK,2020,3.7,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SK,2021,3.9,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,SK,2022,4.1,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,TR,2009,2.9,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,TR,2010,2.8,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,TR,2011,2.1,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,TR,2012,1.8,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,TR,2013,1.9,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,TR,2014,2.0,b
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,TR,2015,2.2,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,TR,2016,2.2,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,TR,2017,2.4,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,TR,2018,2.4,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,TR,2019,3.2,
ESTAT:SDG_08_40(1.0),20/06/23 23:00:00,A,LTU,Y15-74,PC_ACT,T,TR,2020,3.3,
